business_unit,country,office_name,office_type,city,address,postcode,phone,email,website,source_url,source_page,notes
Allianz Corporate,Switzerland,Allianz Technology SE Branch CH,contact,Wallisellen,"Richtiplatz 1, 8304 Wallisellen, Switzerland",8304,,,www.tech.allianz.com,https://www.allianz.com/en/about-us/company/contact/switzerland.html,Switzerland | Allianz,
Allianz Corporate,Switzerland,Allianz Trade in Switzerland,contact,Richtiplatz 1,Richtiplatz 1,,,,,https://www.allianz.com/en/about-us/company/contact/switzerland.html,Switzerland | Allianz,
Allianz Corporate,Switzerland,Postfach,contact,Wallisellen,"8304 Wallisellen, Switzerland",8304,+41 44 283 6565,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/switzerland.html,Switzerland | Allianz,
Allianz Corporate,Switzerland,CAP Rechtsschutz,contact,Zürich,PO Box 8010 Zürich,8010,,,,https://www.allianz.com/en/about-us/company/contact/switzerland.html,Switzerland | Allianz,
Allianz Corporate,Switzerland,Visitors adress:,contact,Wallisellen,"Neue Winterthurer Strasse 88, 8304 Wallisellen, Switzerland",8304,+41 58 358 0900 | +41 58 358 0901,,www.cap.ch,https://www.allianz.com/en/about-us/company/contact/switzerland.html,Switzerland | Allianz,
Allianz Corporate,Switzerland,ELVIA Reiseversicherungs-Gesellschaft,contact,Zürich,"PO Box, 8010 Zürich, Switzerland, 0800 055 088 (free)",0800,,,www.elvia.ch,https://www.allianz.com/en/about-us/company/contact/switzerland.html,Switzerland | Allianz,
Allianz Corporate,Switzerland,Euler Hermes Reinsurance AG,contact,Wallisellen,"Visitor address:, Richtiplatz 1, CH-8304 Wallisellen, Switzerland",8304,,,,https://www.allianz.com/en/about-us/company/contact/switzerland.html,Switzerland | Allianz,
Allianz Corporate,Switzerland,Gesellschaft für Vorsorgeberatung,contact,Wallisellen,"Richtiplatz 1, 8304 Wallisellen, Switzerland",8304,+41 58 358 0558 | +41 58 358 0559,,www.vorsorgeberatung.biz,https://www.allianz.com/en/about-us/company/contact/switzerland.html,Switzerland | Allianz,
Allianz Corporate,Türkiye,Allianz Hayat ve Emeklilik A.S.,office,Kucukbakkalkoy Mahallesi,"Allianz Tower, Kucukbakkalkoy Mahallesi, Kayisdagi Caddesi. No: 1, Atasehir/Istanbul 34750",34750,+90 850 399 99 99 | +90 216 556 67 77,,www.allianz.com.tr,https://www.allianz.com/en/about-us/company/contact/turkiye.html,Türkiye | Allianz,
Allianz Corporate,Türkiye,Allianz Partners,contact,Üsküdar Istanbul,"Altunizade Mah, Kısıklı Cad. No: 47 Kat: 3-4, 34662 Üsküdar Istanbul",34662,,,,https://www.allianz.com/en/about-us/company/contact/turkiye.html,Türkiye | Allianz,
Allianz Corporate,Türkiye,Allianz Yasam ve Emeklilik A.S.,contact,Kucukbakkalkoy Mahallesi,"Allianz Tower, Kucukbakkalkoy Mahallesi, Kayisdagi Caddesi. No: 1, Atasehir/Istanbul 34750",34750,,,,https://www.allianz.com/en/about-us/company/contact/turkiye.html,Türkiye | Allianz,
Allianz Corporate,Ukraine,Allianz Ukraine,office,Kyiv,"21 G, Dehtyarivska St., 04119 Kyiv, Ukraine",04119,+38 044 4997 700 | +38 044 4997 701,,www.allianz.ua,https://www.allianz.com/en/about-us/company/contact/ukraine.html,Ukraine | Allianz,
Allianz Corporate,Ukraine,24/7 Information Support Center,contact,Toll-free number from Landline in Ukraine: 0800 500 727,Toll-free number from Landline in Ukraine: 0800 500 727,0800,,,,https://www.allianz.com/en/about-us/company/contact/ukraine.html,Ukraine | Allianz,
Allianz Corporate,Ukraine,"Commercial property, liability and transport insurance",contact,Toll-free number from Landline in Ukraine: 0800 500 727,Toll-free number from Landline in Ukraine: 0800 500 727,0800,+38 044 499 77 00,,,https://www.allianz.com/en/about-us/company/contact/ukraine.html,Ukraine | Allianz,
Allianz Corporate,Ukraine,Property or car insurance,contact,Toll-free number from Landline in Ukraine: 0800 500 727,Toll-free number from Landline in Ukraine: 0800 500 727,0800,+38 044 4590 051,,,https://www.allianz.com/en/about-us/company/contact/ukraine.html,Ukraine | Allianz,
Allianz Corporate,United Kingdom,Allianz Holdings plc,office,Guildford,"Guildford Business Park, Guildford, Surrey GU2 8XG, United Kingdom",,+44 1483 568 161,,www.allianz.co.uk,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,United Kingdom,"Allianz Global Corporate & Specialty SE, UK Branch t/a Allianz Commercial Registered Office",contact,London EC2N 3AR,"15 Bishopsgate, London EC2N 3AR, United Kingdom",,+44 20 3451 3000 | +44 20 7488 0509,,www.agcs.allianz.com/,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,United Kingdom,Allianz Global Investors UK Ltd.,contact,London EC2M 3TY,"199 Bishopsgate, London EC2M 3TY, United Kingdom",,+44 20 7859 9000,,uk.allianzgi.com,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,United Kingdom,Allianz Insurance plc,contact,Guildford,"Guildford Business Park, Guildford, Surrey GU2 8XG, United Kingdom",,+44 1483 568 161,,www.allianz.co.uk,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,United Kingdom,Allianz Northern Ireland,contact,Allianz,"Allianz, 3 Cromac Quay,",,,,,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,United Kingdom,The Gasworks,contact,Ormeau Road,"Ormeau Road, Belfast BT7 2JD",,,,,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,United Kingdom,Northern Ireland,contact,Allianz Partners (AWP Assistance UK Ltd),"Allianz Partners (AWP Assistance UK Ltd), 102 George Street",,+44 28 9089 5600 | +44 28 9043 4222,,www.allianz-ni.co.uk,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,United Kingdom,Croydon,contact,Surrey,"Surrey, CR9 6HD",,+44 20 8681 2525 | +44 20 8688 0577,,www.allianz-assistance.co.uk,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,United Kingdom,Allianz Technology,contact,Surrey,"Guildford, Building 3, Guildford Business Park, Guildford, Surrey, GU2 8XG, United Kingdom",,,,,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,United Kingdom,Bishopsgate,contact,AZ Tech UK LV,"AZ Tech UK LV, 15 Bishopsgate, London EC2N 3AR, United Kingdom",,,,,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,United Kingdom,Stour House,contact,Deansleigh Rd,"AZ Tech UK LV, Stour House, Deansleigh Rd, Bournemouth BH7 7DU, United Kingdom",,,,www.tech.allianz.com,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,United Kingdom,Allianz Trade in UK,contact,London E14 5DX,"1 Canada Square, London E14 5DX, United Kingdom",,+44 20 7512 9333,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,United Kingdom,PIMCO Europe Ltd,contact,London W1U 3AH,"11 Baker Street, London W1U 3AH, United Kingdom",,+44 20 3640 1000 | +44 20 7973 0023,,www.pimco.com,https://www.allianz.com/en/about-us/company/contact/united-kingdom.html,United Kingdom | Allianz,
Allianz Corporate,Argentina,Allianz Argentina Compañía de Seguros S.A.,office,Corrientes 299 - C1043AAC,"Corrientes 299 - C1043AAC, Argentina",,+54 11 4320 3800 01 | +54 11 4320 3800 02,,www.allianz.com.ar,https://www.allianz.com/en/about-us/company/contact/argentina.html,Argentina | Allianz,
Allianz Corporate,Argentina,Allianz Commercial,contact,Avenida Corrientes 299 - C1043,Avenida Corrientes 299 - C1043,,,,,https://www.allianz.com/en/about-us/company/contact/argentina.html,Argentina | Allianz,
Allianz Corporate,Argentina,CABA Buenos Aires,contact,Allianz Global Benefits,"Argentina, Allianz Global Benefits, Corrientes 299 - C1043AAC",,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/argentina.html,Argentina | Allianz,
Allianz Corporate,Argentina,Buenos Aires,contact,Solunion,"Argentina, Solunion, Corrientes 299 - C1043AAC CBA",,+54 11 43203826,,www.allianzglobalbenefits.com,https://www.allianz.com/en/about-us/company/contact/argentina.html,Argentina | Allianz,
Allianz Corporate,Argentina,Buenos Aires,contact,,Argentina,,+54 11 4320 9048,,www.solunion.com.ar,https://www.allianz.com/en/about-us/company/contact/argentina.html,Argentina | Allianz,
Allianz Corporate,Bermuda,Allianz Commercial [Allianz Risk Transfer (Bermuda Branch)],office,Overbay,"Overbay, 106 Pitts Bay Road, Bermuda, HM 08, Bermuda",,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/bermuda.html,Bermuda | Allianz,
Allianz Corporate,Brazil,Allianz Seguros S.A.,office,CEP 05425-000,"Rua Eugénio de Medeiros 303, CEP 05425-000, Brazil",05425,+55 11 31564340 | +55 11 31716171,,www.allianz.com.br,https://www.allianz.com/en/about-us/company/contact/brazil.html,Brazil | Allianz,
Allianz Corporate,Brazil,Allianz Commercial,contact,São Paulo,"Rua Eugênio de Medeiros 303, 1st floor – Pinheiros, São Paulo, 05425-000, Brazil",05425,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/brazil.html,Brazil | Allianz,
Allianz Corporate,Brazil,Allianz Partners,contact,R. José Versolato,"R. José Versolato, 101, Torre A – 9º andar - Centro",,,,,https://www.allianz.com/en/about-us/company/contact/brazil.html,Brazil | Allianz,
Allianz Corporate,Brazil,São Bernardo do Campo-SP,contact,Allianz Saúde S.A.,"Brazil, Allianz Saúde S.A., Rua Eugénio de Medeiros 303, CEP 05425-000",05425,09750-730 | +55 0800 770 8020,,www.allianz-partners.com/pt_BR,https://www.allianz.com/en/about-us/company/contact/brazil.html,Brazil | Allianz,
Allianz Corporate,Brazil,São Paulo - SP,contact,Rua Eugenio de Medeiros,"Brazil, Allianz Trade in Brazil, Rua Eugenio de Medeiros,, 303-4° Andar-Pinheiros, Sao Paulo / SP 05425-000, Brazil",05425,+55 11 40015060 | +55 11 31716171 | +55 11 30652260,,www.allianz.com.br | www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/brazil.html,Brazil | Allianz,
Allianz Corporate,Canada,Allianz in Canada,office,PIMCO Canada,"products and services here:, Products & Services, Allianz Global Assistance, 700 Jamieson Parkway, Cambridge, ON, N3C 4N6, Canada, Allianz Global Risks US Insurance Company (Allianz Commercial), 130 Adelaide St., West Suite 2300, Toronto, ON, M5H 3P5, Canada, Allianz Trade in Canada, 1155, René-Lévesque Blvd West, Suite 2810, Montréal (Québec) H3B 2L2, Canada, Our brand name, website domain names and email addresses changed to Allianz Trade effective March 28, 2022, PIMCO Canada, 120 Adelaide Street West, Suite 2005, Toronto M5H 1T1, Canada",2005,+1 844 310 1578 | +1 877 509 3224 | +1 866 3413350 | +1 416 3683576,,www.allianz-assistance.ca | www.commercial.allianz.com | www.allianz-trade.com | www.pimco.com,https://www.allianz.com/en/about-us/company/contact/canada.html,Canada | Allianz,
Allianz Corporate,Colombia,Allianz Colombia S.A,office,Carrera 13a 29-24 Local 102,"Carrera 13a 29-24 Local 102, Colombia",,+57 1 5 600 600 | +57 1 5 616 695,,www.allianz.co,https://www.allianz.com/en/about-us/company/contact/colombia.html,Colombia | Allianz,
Allianz Corporate,Colombia,Allianz Commercial,contact,Carrera 13A #29-24 - piso 17 - ala Sur,Carrera 13A #29-24 - piso 17 - ala Sur,,,,,https://www.allianz.com/en/about-us/company/contact/colombia.html,Colombia | Allianz,
Allianz Corporate,Colombia,Bogotá,contact,Allianz Inversiones S.A.,"Colombia, Allianz Inversiones S.A., Carrera 13a 29-24 Local 102",,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/colombia.html,Colombia | Allianz,
Allianz Corporate,Colombia,Torre Allianz - Bogota D.C.,contact,Allianz Seguros de Vida S.A.,"Colombia, Allianz Seguros de Vida S.A., Carrera 13a 29-24 Local 102",,+57 1 5 600 600 | +57 1 5 616 695,,www.allianz.co,https://www.allianz.com/en/about-us/company/contact/colombia.html,Colombia | Allianz,
Allianz Corporate,Colombia,Torre Allianz - Bogota D.C.,contact,Allianz Seguros S.A.,"Colombia, Allianz Seguros S.A., Carrera 13a 29-24 Local 102",,+57 1 5 600 600 | +57 1 5 616 695,,www.allianz.co,https://www.allianz.com/en/about-us/company/contact/colombia.html,Colombia | Allianz,
Allianz Corporate,Colombia,Torre Allianz - Bogota D.C.,contact,Colserauto,"Colombia, Colserauto, Colombia, Calle 98ª No. 69c - 15",,+57 1 5 600 600 | +57 1 5 616 695,,www.allianz.co,https://www.allianz.com/en/about-us/company/contact/colombia.html,Colombia | Allianz,
Allianz Corporate,Colombia,Bogota D.C.,contact,Fórum II Piso 8- Medellin,"Colombia, Solunion (Joint venture Euler Hermes / MAPFRE), Calle 7 Sur No. 42 – 70 - Bogota D.C., Fórum II Piso 8- Medellin, Colombia",,+57 1 7 452 121 | +57 1 5 616 695 | +57 4 444 01 45 | +57 4 314 19 90,,www.colserauto.com,https://www.allianz.com/en/about-us/company/contact/colombia.html,Colombia | Allianz,
Allianz Corporate,Colombia,Contacto,contact,,,,,,www.solunionseguros.co,https://www.allianz.com/en/about-us/company/contact/colombia.html,Colombia | Allianz,
Allianz Corporate,French Guyana,"Allianz IARD, French Guiana",office,Cayenne,"34 rue Léopold Heder, BP 462, 97300 Cayenne",97300,+335 94302766 | +335 94306909,,www.allianz.fr,https://www.allianz.com/en/about-us/company/contact/french-guyana.html,French Guyana | Allianz,
Allianz Corporate,Guadeloupe,"Allianz IARD, Guadeloupe",office,Pointe a Pitre Cedex,"2 rue Achille-René Boisneuf, BP 178, 97155 Pointe a Pitre Cedex",97155,+33 5 90212960 | +33 5 90902143,,www.allianz.fr,https://www.allianz.com/en/about-us/company/contact/guadeloupe.html,Guadeloupe | Allianz,
Allianz Corporate,Guadeloupe,"Allianz VIE, Guadeloupe",contact,Pointe a Pitre Cedex,"Le Patio de Grand Camp, BP 212, 97156 Pointe a Pitre Cedex",97156,,,,https://www.allianz.com/en/about-us/company/contact/guadeloupe.html,Guadeloupe | Allianz,
Allianz Corporate,Mexico,Allianz México S.A. Compañía de Seguros,office,Blvd. Manuel A. Camacho 164,"Blvd. Manuel A. Camacho 164, Mexico",,+52 55 5540 3000 | +52 55 5540 3204,,www.allianz.com.mx,https://www.allianz.com/en/about-us/company/contact/mexico.html,Mexico | Allianz,
Allianz Corporate,Mexico,Allianz México S.A. Compañía de Seguros,office,Col. Lomas de Barrilaco,"Col. Lomas de Barrilaco, C.P. 11010, Mexico",11010,+52 55 5540 3000 | +52 55 5540 3204,,www.allianz.com.mx,https://www.allianz.com/en/about-us/company/contact/mexico.html,Mexico | Allianz,
Allianz Corporate,Mexico,Allianz Commercial,contact,Perif. Blvd. Manuel Ávila Camacho 164,Perif. Blvd. Manuel Ávila Camacho 164,,,,,https://www.allianz.com/en/about-us/company/contact/mexico.html,Mexico | Allianz,
Allianz Corporate,Mexico,"Lomas de Barrilaco, Miguel Hidalgo",contact,Ciudad de México,"11010 Ciudad de México, CDMX, Mexico",11010,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/mexico.html,Mexico | Allianz,
Allianz Corporate,Mexico,Allianz Partners,contact,S.A. de C.V.,"AWP México, S.A. de C.V., Av. Insurgentes Sur 1602, Piso 3",1602,,,,https://www.allianz.com/en/about-us/company/contact/mexico.html,Mexico | Allianz,
Allianz Corporate,Mexico,"Col. Crédito Constructor, Alc. Benito Juárez",contact,Ciudad De Mexico,"03940 Ciudad De Mexico, Mexico",03940,+52 55 5377 3838,,,https://www.allianz.com/en/about-us/company/contact/mexico.html,Mexico | Allianz,
Allianz Corporate,Mexico,Allianz Partners: www.allianz-partners.com,contact,Torre Polanco,"Travel Insurance: www.allianztravel.com.mx, Solunion, Torre Polanco, Mariano Escobedo 476 Piso 15",,,,,https://www.allianz.com/en/about-us/company/contact/mexico.html,Mexico | Allianz,
Allianz Corporate,Mexico,Col. Nueva Anzures,contact,México D,11590 México D.F.,11590,+52 55 5201 7900,,,https://www.allianz.com/en/about-us/company/contact/mexico.html,Mexico | Allianz,
Allianz Corporate,Australia,Allianz Australia Insurance Limited,office,GPO Box 4049,"GPO Box 4049, Australia",4049,+61 7 3023 9322,,www.allianz.com.au,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Australia,Allianz Australia Insurance Limited,office,Sydney,"Sydney, NSW 2001, Australia",2001,+61 7 3023 9322,,www.allianz.com.au,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Australia,Allianz Commercial,contact,Sydney office,"Sydney office, 10 Carrington Street, Sydney NSW 2000, Australia",2000,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Australia,Melbourne,contact,Melbourne,"office, Lvl 5, 360 Elizabeth Street, Melbourne, VIC 3000, Australia",3000,+61 3 9224 3811,,www.allianz.com.au,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Australia,Brisbane,contact,Brisbane,"office, Level 6/324 Queens Street, Brisbane, QLD 4000, Australia",4000,+61 7 3023 7197,,www.allianz.com.au,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Australia,Allianz Global Investors Asia Pacific Ltd.,contact,Brisbane,"Allianz Partners, Level 16, 310 Ann Street, Brisbane, QLD 4000, Australia",4000,+61 7 3305 7000,,www.au.allianzgi.com | www.allianzpartners.com.au,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Australia,Allianz Technology,contact,North Sydney,"Allianz Technology in Australia, Level 9, 101 Miller Street, North Sydney, NSW 2060, Australia",2060,,,www.tech.allianz.com,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Australia,Allianz Trade in Australia,contact,Sydney,"Level 16, 10 Carrington street, Sydney, NSW 2000",2000,,,,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Australia,Australiaa,contact,Melbourne,"Contact us, Hunter Premium Funding Ltd., Level 14, 380 St Kilda Rd, Melbourne, VIC 3004, Australia",3004,+61 3 8866 3000 | +61 3 8866 3030,,www.allianz-trade.com | www.hpf.com.au,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Australia,Nicholas-Applegate Capital Management,contact,Sydney,"Level 29, 2 Chifley Square, Sydney, NSW 2000, Australia",2000,+61 2 9375 2450,,www.nacm.com,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Australia,Nicholas-Applegate Capital Management,contact,Melbourne,"Level 27, 101 Collins St, Melbourne, VIC 3000, Australia",3000,+61 3 9653 9219,,www.nacm.com,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Australia,PIMCO Australia Pty Ltd.,contact,Sydney,"Level 19, 363 George Street, Sydney, NSW 2000, Australia",2000,+61 2 9279 1771 | +61 2 9279 2580,,www.pimco.com,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Australia,RCM Capital Management Pty Ltd,contact,Sydney,"Level 57, 19-29 Martin Place, Sydney, NSW 2000, Australia",2000,+61 2 9238 2070,,www.rcm.com,https://www.allianz.com/en/about-us/company/contact/australia.html,Australia | Allianz,
Allianz Corporate,Brunei,National Insurance Company Berhad (AGCS Brunei),office,Regent Square,"Unit 12 & 13, Block A, Regent Square, Simpang 150, Kampong Kiarong BE1318, P.O. Box 1251, Bandar Seri Begawan BS8672",1251,+673 242-6888 | +673 222-6222 | +673 223-3999 | +673 242-9888,,www.national.com.bn,https://www.allianz.com/en/about-us/company/contact/brunei.html,Brunei | Allianz,
Allianz Corporate,China,"Allianz China Life Insurance Co., Ltd.",office,Lujiazui Ring Road,"19F & 20F,, No.1366, Lujiazui Ring Road,, China",1366,+86 21 6165 3688 | +86 21 6165 3699,,www.allianz.com.cn,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,"Allianz China Life Insurance Co., Ltd.",office,Pudong New Area,"Pudong New Area,, Shanghai 200120, China",200120,+86 21 6165 3688 | +86 21 6165 3699,,www.allianz.com.cn,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,Allianz Global Investors Asset Management (Shanghai) Limited,contact,Munich,"Koeniginstrasse 28, 80802 Munich, Germany",80802,+49 89 3800 3900,,www.adeus.de,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,Allianz Jingdong General Insurance Company Ltd,contact,Baodi Plaza,"19/F, Baodi Plaza, 83 Pazhou Avenue",,,,,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,"Haizhu District, Guangzhou",contact,LG Twin Towers,"Guangdong Province, China, AllianzJD’s Global Corporate & Specialty Unit (Allianz Commercial), Beijing office, Room 1109B, West Building, LG Twin Towers, No. 12Yi,",,+86 20 8396 6788 | +86 20 3891 1890,,www.jdallianz.com,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,"Jianguomenwai Avenue, Chaoyang District",contact,Haizhu District,"Beijing, China, Guangzhou office, Room 19/F Baodi Plaza, 83 Pazhou Avenue, Haizhu District",,,,,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,"Guangzhou, Guangdong Province",contact,Shanghai office,"China, Shanghai office, 14/F Shanghai Tower Center, 501",,,,,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,Middle Yincheng Rd.,contact,Huitong Times Square,"Pudong New District, Shanghai, China, Allianz Partners, Beijing Head Office, Block A, Building 7, Huitong Times Square, No. 1 Yaojiayuan Road",,,,,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,Chaoyang District,contact,Beijing 100123,"Beijing 100123, China",100123,+86 10 8535 5588,,www.allianz-partners.com,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,Allianz Trade in China,contact,88 Century Avenue,"05-07, 08A 19F Jin Mao Tower, 88 Century Avenue,",,,,,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,"Pudong New Area,",contact,Shanghai,"Shanghai, 200120",200120,+86 21 6030 5900 | +86 21 6045 7108,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,Shanghai Branch Global Automotive,contact,Shanghai Pudong 200120,"Aurora Plaza 25F04 Fucheng Road 99, Shanghai Pudong 200120, China",200120,+86 21 2033 9696,,www.allianz.cn,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,China,Allianz China General Insurance Company Ltd Shanghai Branch Health Insurance Department,contact,Toll Free: 400 8866014 (Shanghai),"Aurora Plaza 25F04 Fucheng Road 99, Shanghai Pudong 200120, China, Toll Free: 400 8866014 (Shanghai)",200120,+86 21 60424601 | +86 21 60424688,,www.allianz.cn/en/products/healthcare,https://www.allianz.com/en/about-us/company/contact/china.html,China | Allianz,
Allianz Corporate,Hong Kong,"Allianz Global Investors GmbH, Hong Kong Branch",office,Admiralty,"32/F, Two Pacific Place, 88 Queensway, Admiralty, Hong Kong",,+852 2238 8888 | +852 2877 2533,,hk.allianzgi.com,https://www.allianz.com/en/about-us/company/contact/hong-kong.html,Hong Kong | Allianz,
Allianz Corporate,Hong Kong,Allianz Commercial,contact,Cityplaza Phase Four,"Suites 403-11, 4/F, Cityplaza Phase Four, 12 Tai Koo Wan Road",,,,,https://www.allianz.com/en/about-us/company/contact/hong-kong.html,Hong Kong | Allianz,
Allianz Corporate,Hong Kong,"Tai Koo Shing, Hong Kong Island",contact,Cityplaza Phase Four,"Hong Kong, Allianz Partners, Suites 403-11, 4/F, Cityplaza Phase Four, 12 Taikoo Wan Road",,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/hong-kong.html,Hong Kong | Allianz,
Allianz Corporate,Hong Kong,"Taikoo Shing, Island East",contact,Allianz Trade in Hong Kong,"Hong Kong, Allianz Trade in Hong Kong, Suites 403-11, 4/F, 12 Taikoo Wan Road",,+852 2280 4240,,www.allianzpartners.com,https://www.allianz.com/en/about-us/company/contact/hong-kong.html,Hong Kong | Allianz,
Allianz Corporate,Hong Kong,Taikoo Shing,contact,Cityplaza Phase Four,"Hong Kong, PIMCO Asia Ltd., Suites 403-11, 4/F, Cityplaza Phase Four, 12 Taikoo Wan Road",,+852 3665 8901,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/hong-kong.html,Hong Kong | Allianz,
Allianz Corporate,Hong Kong,"Taikoo Shing, Island East",contact,,Hong Kong,,+852 2867 0061 | +852 2869 8655,,www.pimco.com.hk,https://www.allianz.com/en/about-us/company/contact/hong-kong.html,Hong Kong | Allianz,
Allianz Corporate,India,Allianz Commercial,contact,3-North Avenue,"Office #66, 3-North Avenue",,,,,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,India,Maker Maxity,contact,Mumbai,"Bandra Kurla Complex, Mumbai, Maharashtra 400051, India",400051,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,India,Allianz Partners,contact,Gurgaon,"Badshahpur, Sector 66, Gurgaon, Haryana 122102, India",122102,+91 124 4343 800 | +91 124 4343 900,,www.allianz-partners.com,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,India,Allianz Services India,contact,Eon Kharadi Infrastructure Pvt. Ltd,"In Pune, Office 1A, 5th Floor, Tower B, S. No. 72/2/1, Eon Kharadi Infrastructure Pvt. Ltd",,,,,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,India,EON SEZ Phase II,contact,Eon Kharadi Infrastructure Pvt. Ltd,"Kharadi, Maharashtra, Pune, India, EON Free Zone, Office 1B, 5th Floor, Tower B, S. No. 72/2/1, Eon Kharadi Infrastructure Pvt. Ltd",,,,,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,India,EON SEZ Phase II,contact,Trivandrum,"Kharadi, Maharashtra, Pune, India, In Trivandrum, Ganga Technopark Campus, Phase III, Trivandrum, Kerala - 695581, India",695581,+91 (0) 471 6613 555 | +91 (0) 471 2700 967,,,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,India,Allianz Technology in India,contact,Kharadi,"Pune, EON Free Zone, 12th floor, Tower A, Phase 2, Kharadi, Pune - 411014, India",411014,,,www.tech.allianz.com/india,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,India,Trivandrum,contact,Embassy Taurus Techzone,"Niagara building, 9th Floor, Embassy Taurus Techzone",,,,,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,India,Electronics Technology Park Phase III,contact,Thiruvananthapuram,"Kazhakuttam, Thiruvananthapuram, Kerala - 695581, India",695581,,,www.tech.allianz.com/india,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,India,Allianz Trade in India,contact,Vaibhav Chambers,"5th Floor, Vaibhav Chambers",,,,,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
