business_unit,country,office_name,office_type,city,address,postcode,phone,email,website,source_url,source_page,notes
Allianz Corporate,Taiwan,"Zhongshan N. Rd.,",contact,Taipei 104016,Taipei 104016,104016,,,,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
Allianz Corporate,Taiwan,"Gongyi Rd., Nantun Dist.",contact,Taichung 408,Taichung 408,,,,,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
Allianz Corporate,Taiwan,rd,contact,R.,"R.,, Kaohsiung 80250,",80250,,,,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
Allianz Corporate,Taiwan,Xin-Yi Road,contact,Flat A,"Taipei, Taiwan, Allianz Trade in Taiwan, Flat A, 8/F, No. 39, Section 2 Dunhua South Road",,+886 2 8789 5858 | +886 2 8789 5008,,www.allianz.com.tw,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
Allianz Corporate,Taiwan,Daan District,contact,Taipei City 10681,Taipei City 10681,10681,,,,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
Allianz Corporate,Thailand,Allianz Ayudhya Assurance Pcl.,office,Ploenchit Tower,"1st Floor, Ploenchit Tower, Thailand",,,,,https://www.allianz.com/en/about-us/company/contact/thailand.html,Thailand | Allianz,
Allianz Corporate,Thailand,Allianz Ayudhya Assurance Pcl.,office,898 Ploenchit Road,"898 Ploenchit Road, Thailand",,,,,https://www.allianz.com/en/about-us/company/contact/thailand.html,Thailand | Allianz,
Allianz Corporate,Thailand,Allianz Ayudhya Assurance Pcl.,office,Bangkok 10330,"Bangkok 10330, Thailand",10330,,,,https://www.allianz.com/en/about-us/company/contact/thailand.html,Thailand | Allianz,
Allianz Corporate,Thailand,Allianz Ayudhya General Insurance Pcl.,contact,Ploenchit Tower,"1st Floor, Ploenchit Tower, 898 Ploenchit Road, Bangkok 10330",10330,,,,https://www.allianz.com/en/about-us/company/contact/thailand.html,Thailand | Allianz,
Allianz Corporate,Thailand,New Petchburi Road,contact,Rajathevi,"Makkasan, Rajathevi, Bangkok 10400",10400,,,,https://www.allianz.com/en/about-us/company/contact/thailand.html,Thailand | Allianz,
Allianz Corporate,Bahrain,Allianz Global Investors,office,Alraya Building,"Alraya Building, 3rd Floor",,,,,https://www.allianz.com/en/about-us/company/contact/bahrain.html,Bahrain | Allianz,
Allianz Corporate,Bahrain,Allianz Global Investors,office,Bahrain,"Building 1025, Road 3621, Block 436, Seef District, Manama, Bahrain",3621,,,,https://www.allianz.com/en/about-us/company/contact/bahrain.html,Bahrain | Allianz,
Allianz Corporate,Bahrain,Allianz Trade,contact,Al Warba Center,"c/o Alliance Insurance PSC, 501, Al Warba Center, P.O. Box 183957",183957,,,,https://www.allianz.com/en/about-us/company/contact/bahrain.html,Bahrain | Allianz,
Allianz Corporate,Bahrain,Dubai,contact,Capital Plus Tower,"United Arab Emirates, Send email, Allianz Trade is the trademark used to designate a range of services provided by Euler Hermes., NEXtCARE Holding WLL, Capital Plus Tower, 13th Floor, Office 131 & 132, Building 79, Road 2802, Block 428",2802,+971 4 266 0019,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/bahrain.html,Bahrain | Allianz,
Allianz Corporate,Bahrain,Seef District,contact,Back to contacts globally overview,"Manama, Bahrain, Back to contacts globally overview",,,,www.nextcarehealth.com,https://www.allianz.com/en/about-us/company/contact/bahrain.html,Bahrain | Allianz,
Allianz Corporate,Egypt,Allianz Egypt,office,Send email,"Business Park A, Building A1 - Cairo Festival City, New Cairo, Cairo Governorate, Egypt, Send email",,,,,https://www.allianz.com/en/about-us/company/contact/egypt.html,Egypt | Allianz,
Allianz Corporate,Egypt,NEXtCARE Egypt,contact,Plot No. 14B01,"Building A1, Plot No. 14B01",,,,,https://www.allianz.com/en/about-us/company/contact/egypt.html,Egypt | Allianz,
Allianz Corporate,Egypt,Cairo Festival City,contact,Back to contacts globally overview,"New Cairo, Egypt, Send email, Back to contacts globally overview",,+202 24632300 | +202 24632304,,www.nextcarehealth.com,https://www.allianz.com/en/about-us/company/contact/egypt.html,Egypt | Allianz,
Allianz Corporate,Ghana,Allianz Insurance Company Ghana Ltd.,office,Accra-Ghana,"Lexta Square, No. 79 Achimota Road,, Ebony Crescent (off the Olusegun Obasanjo Highway), Accra-Ghana",,,,,https://www.allianz.com/en/about-us/company/contact/ghana.html,Ghana | Allianz,
Allianz Corporate,Madagascar,Allianz Madagascar Assurances,office,13 rue Indira Gandhi,13 rue Indira Gandhi,,,,,https://www.allianz.com/en/about-us/company/contact/madagascar.html,Madagascar | Allianz,
Allianz Corporate,Madagascar,Allianz Madagascar Assurances,office,BP 8619,BP 8619,8619,,,,https://www.allianz.com/en/about-us/company/contact/madagascar.html,Madagascar | Allianz,
Allianz Corporate,Madagascar,Allianz Madagascar Assurances,office,Madagascar,"Antananarivo 101, Madagascar",,,,,https://www.allianz.com/en/about-us/company/contact/madagascar.html,Madagascar | Allianz,
Allianz Corporate,Morocco,Allianz Maroc,office,Send email,"Casablanca 20060, Morocco, Send email",20060,,,,https://www.allianz.com/en/about-us/company/contact/morocco.html,Morocco | Allianz,
Allianz Corporate,Morocco,Allianz Services Morocco,contact,Bd Mohamed Zerktouni 167,Bd Mohamed Zerktouni 167,,,,,https://www.allianz.com/en/about-us/company/contact/morocco.html,Morocco | Allianz,
Allianz Corporate,Morocco,Casablanca,contact,Bd Abdellatif Ben Kaddour,"Morocco, Allianz Trade in Morocco, 37, Bd Abdellatif Ben Kaddour, Casablanca 20050",20050,+212 (0) 5 20 500 500,,,https://www.allianz.com/en/about-us/company/contact/morocco.html,Morocco | Allianz,
Allianz Corporate,Nigeria,Allianz Nigeria Insurance plc,office,E-Mail senden,"307, Adeola Odeku,, Victoria Island, Lagos, Nigeria, E-Mail senden",,,,,https://www.allianz.com/en/about-us/company/contact/nigeria.html,Nigeria | Allianz,
Allianz Corporate,Qatar,Allianz Partners - International Health,office,Umm Ghuwailina,"Office 604C, 6th Floor, Jaidah Square Building, Umm Ghuwailina",,,,,https://www.allianz.com/en/about-us/company/contact/qatar.html,Qatar | Allianz,
Allianz Corporate,Qatar,Allianz Partners - International Health,office,Send email,"63 Airport Road Zone 27, Doha, State of Qatar, Send email",,,,,https://www.allianz.com/en/about-us/company/contact/qatar.html,Qatar | Allianz,
Allianz Corporate,Qatar,Allianz Trade in Qatar,contact,Al Warba Center,"501, Al Warba Center, P.O. Box 183957",183957,,,,https://www.allianz.com/en/about-us/company/contact/qatar.html,Qatar | Allianz,
Allianz Corporate,Qatar,Dubai,contact,Back to contacts globally overview,"United Arab Emirates, Send email, Allianz Trade is the trademark used to designate a range of services provided by Euler Hermes., Back to contacts globally overview",,+971 4 266 0019,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/qatar.html,Qatar | Allianz,
Allianz Commercial,Argentina,Our head office,office,Buenos Aires,"Buenos Aires, Avenida Corrientes 299, C1043",,,AllianzCommercial.Latam@allianz.com,,https://commercial.allianz.com/global-offices/argentina.html,Business insurance in Argentina - Allianz Commercial,
Allianz Commercial,Argentina,CABA Buenos Aires,office,,Argentina,,,AllianzCommercial.Latam@allianz.com,,https://commercial.allianz.com/global-offices/argentina.html,Business insurance in Argentina - Allianz Commercial,
Allianz Commercial,Australia,Our head office,office,Sydney,"Sydney, 10 Carrington Street, Sydney NSW 2000",2000,,Julie.mitchell@allianz.com.au,,https://commercial.allianz.com/global-offices/australia.html,Business insurance in Australia - Allianz Commercial,
Allianz Commercial,Austria,Our head office,office,Vienna,"Vienna, Wiedner Gürtel 9 - 13, 1100 Vienna",1100,,ulrich.kadow@allianz.com,,https://commercial.allianz.com/global-offices/austria.html,Business insurance company in Austria - Allianz Commercial,
Allianz Commercial,Belgium,Our offices,office,Berchem,"Antwerp, Brussels, Antwerp, Antwerp (AGCS) office, Uitbreidingstraat 86, 2600 Berchem",2600,,info.benelux@allianz.com,,https://commercial.allianz.com/global-offices/belgium.html,Business insurance partner in Belgium - Allianz Commercial,
Allianz Commercial,Belgium,Belgium,office,Brussel,"Brussels, Brussels (Allianz Benelux SA), Koning Albert II Laan 32, 1000 Brussel",1000,+32-3-304-1600,info.benelux@allianz.com,,https://commercial.allianz.com/global-offices/belgium.html,Business insurance partner in Belgium - Allianz Commercial,
Allianz Commercial,Allianz Risk Transfer Bermuda Limited,Our head office,office,Jardine House,"Bermuda, Allianz Risk Transfer AG (Bermuda Branch), Jardine House, 33-35 Reid St, Hamilton HM 12",,,?subject=Check%20out%20this%20website&body=You%20might%20be%20interested%20in%20this%20page%20from%20Allianz%20Commercial:%20%25URL%25,,https://commercial.allianz.com/global-offices/allianz-risk-transfer-bermuda-limited.html,Allianz Risk Transfer (ART) Bermuda Limited,
Allianz Commercial,Brazil,Our head office,office,São Paulo,"São Paulo, Rua Eugênio de Medeiros 303, 1st floor – Pinheiros",,"São Paulo, 05425-000",AllianzCommercial.Latam@allianz.com,,https://commercial.allianz.com/global-offices/brazil.html,Business insurance company in Brazil - Allianz Commercial,
Allianz Commercial,Bulgaria,Our head office,office,Sofia,"Sofia, ZAD Allianz Bulgaria, Str. Srebarna 16, 1407 Sofia",1407,,ulrich.kadow@allianz.com,,https://commercial.allianz.com/global-offices/bulgaria.html,Business insurance company in Bulgaria - Allianz Commercial,
Allianz Commercial,Canada,Toronto,office,Toronto,"130 Adelaide Street West, Suite 2300, Toronto, ON M5H 3P5",2300,,allianzinsights@agcs.allianz.com,,https://commercial.allianz.com/global-offices/canada.html,Global business insurance partner in Canada - Allianz Commercial,
Allianz Commercial,Canada,Canada,office,For enquiries,"For enquiries, customer service or claims related to Allianz Global Assistance (traveler or credit card insurance) please visit:",,,allianzinsights@agcs.allianz.com,www.allianz-assistance.ca,https://commercial.allianz.com/global-offices/canada.html,Global business insurance partner in Canada - Allianz Commercial,
Allianz Commercial,China,Guangzhou,office,Guangzhou International Finance Center,"Room 10, 34/F Main Tower, Guangzhou International Finance Center, No. 5",,,christian.sandric@allianz.com,,https://commercial.allianz.com/global-offices/china.html,Business insurance in China - Allianz Commercial,
Allianz Commercial,China,Zhujiang Xi Road,office,Guangzhou,"Zhujiang New Town, Guangzhou, China",,,christian.sandric@allianz.com,,https://commercial.allianz.com/global-offices/china.html,Business insurance in China - Allianz Commercial,
Allianz Commercial,Colombia,Our head office,office,Bogotá,"Bogotá, Carrera 13A #29-24 - piso 17 - ala Sur",,,AllianzCommercial.Latam@allianz.com,,https://commercial.allianz.com/global-offices/colombia.html,Business insurance in Colombia - Allianz Commercial,
Allianz Commercial,Colombia,Bogotá,office,,Colombia,,,AllianzCommercial.Latam@allianz.com,,https://commercial.allianz.com/global-offices/colombia.html,Business insurance in Colombia - Allianz Commercial,
Allianz Commercial,Croatia,Zagreb,office,Zagreb,"Allianz Hrvatska d.d., Heinzelova 70, 10000 Zagreb",10000,,ulrich.kadow@allianz.com,,https://commercial.allianz.com/global-offices/croatia.html,Business insurance company in Croatia - Allianz Commercial,
Allianz Commercial,Czech Republic,Prague,office,a. s.,"Allianz pojišťovna, a. s., Ke Štvanici 656/3, 186 00 Karlín",,,ulrich.kadow@allianz.com,,https://commercial.allianz.com/global-offices/czech-republic.html,Business insurance in Czech Republic - Allianz Commercial,
Allianz Commercial,France,Our head office,office,Puteaux,"Paris, Tour Allianz One, Esplanade Sud – Quartier Michelet, 1 Cours Michelet, 92800 Puteaux",92800,,nadia.kebbi-rodriguez@allianz.com,,https://commercial.allianz.com/global-offices/france.html,Business insurance company in France - Allianz Commercial,
Allianz Commercial,Germany,Our head office,office,Unterföhring,"Munich, Dieselstraße 6-11, 85774 Unterföhring",85774,,az.commercial.gersui@allianz.com,,https://commercial.allianz.com/global-offices/germany.html,Business insurance in Germany | Allianz Commercial,
Allianz Commercial,Hong Kong,Cityplaza Phase Four,office,12 Tai Koo Wan Road,12 Tai Koo Wan Road,,,christian.sandric@allianz.com,,https://commercial.allianz.com/global-offices/hong-kong.html,Business insurance company in Hong Kong - Allianz Commercial,
Allianz Commercial,Hong Kong,Tai Koo Shing,office,[email protected],"Hong Kong Island, Hong Kong, Health team helpline:, For queries related to international health policies, please reach out to our Health team at:, [email protected]",,+852 3077 5486,christian.sandric@allianz.com,,https://commercial.allianz.com/global-offices/hong-kong.html,Business insurance company in Hong Kong - Allianz Commercial,
Allianz Commercial,Hungary,Budapest,office,Budapest,"Allianz Hungária Zrt., Könyves Kálmán krt. 48-52., 1087 Budapest",1087,,mid_alkusz@allianz.hu,,https://commercial.allianz.com/global-offices/hungary.html,Business insurance company in Hungary - Allianz Commercial,
Allianz Commercial,India,Our head office,office,Mumbai,"Mumbai, Office #66, 3-North Avenue",,,christian.sandric@allianz.com,,https://commercial.allianz.com/global-offices/india.html,Business insurance partner in India - Allianz Commercial,
Allianz Commercial,India,Maker Maxity,office,Mumbai,"Bandra Kurla Complex, Mumbai, Maharashtra 400051",400051,,christian.sandric@allianz.com,,https://commercial.allianz.com/global-offices/india.html,Business insurance partner in India - Allianz Commercial,
Allianz Commercial,Indonesia,Jakarta,office,Guntur Jakarta – 12960,"Permata Kuningan Building 2nd Floor, Jl. Kuningan Mulia Kav. 9C, Guntur Jakarta – 12960",12960,,christian.sandric@allianz.com,,https://commercial.allianz.com/global-offices/indonesia.html,Business insurance company in Indonesia - Allianz Commercial,
Allianz Commercial,Italy,Milan,office,Milan,"Piazza Tre Torri 3, 20145 Milan",20145,,allianz.commercial@allianz.it,,https://commercial.allianz.com/global-offices/italy.html,Business insurance partner in Italy - Allianz Commercial,
Allianz Commercial,Japan,Our head office,office,Anzen Building,"Tokyo, Allianz Fire and Marine Insurance Japan Ltd., Anzen Building, 6-6, Motoakasaka 1 chome",,"Minato ku, Tokyo, 107-0051",christian.sandric@allianz.com,,https://commercial.allianz.com/global-offices/japan.html,Business insurance company in Japan - Allianz Commercial,
Allianz Commercial,Japan,Japan,office,海外医療についてはアリアンツ・パートナーズジャパン,"Please note that we are a corporate insurance company. For enquiries, customer service or claims related to travel insurance and other individual insurance outside of Japan, please contact your local insurance company. For other overseas medical-related inquiries, kindly refer to Allianz Partners:, ., 弊社は法人向けの保険会社です。旅行保険などの個人保険に関するお問合せや保険請求については、お手数ですがご加入された現地の保険会社へご連絡をお願いいたします。, 海外医療についてはアリアンツ・パートナーズジャパン",,,christian.sandric@allianz.com,https://www.allianz-partners.com/ja_JP.html,https://commercial.allianz.com/global-offices/japan.html,Business insurance company in Japan - Allianz Commercial,
Allianz Commercial,Latin America,Our head office,office,Brickell,"Miami Latin America Hub, Industrious – 1111 Brickell, Avenue 10th Floor",1111,,david.colmenares@allianz.com,,https://commercial.allianz.com/global-offices/latin-america.html,Allianz Commercial in Latin America,
Allianz Commercial,Allianz Risk Transfer,Our offices,office,Jardine House,"Bermuda, Liechtenstein, Zurich, Bermuda, Bermuda, Allianz Risk Transfer AG (Bermuda Branch), Jardine House, 33-35 Reid St, Hamilton HM 12",,,lara.martiner@allianz.com,,https://commercial.allianz.com/global-offices/allianz-risk-transfer.html,Allianz Risk Transfer AG,
Allianz Commercial,Allianz Risk Transfer,Bermuda,office,Schaan,"Liechtenstein, Liechtenstein, Allianz Risk Transfer AG, Im alten Riet 102, 9494 Schaan",9494,,lara.martiner@allianz.com,,https://commercial.allianz.com/global-offices/allianz-risk-transfer.html,Allianz Risk Transfer AG,
Allianz Commercial,Allianz Risk Transfer,Liechtenstein,office,Wallisellen,"Zurich, Zurich, Allianz Risk Transfer AG, Zurich / Wallisellen Branch, Visitor address:, Richtiplatz 1, CH-8304 Wallisellen",8304,,lara.martiner@allianz.com,,https://commercial.allianz.com/global-offices/allianz-risk-transfer.html,Allianz Risk Transfer AG,
Allianz Commercial,Allianz Risk Transfer,Switzerland,office,Zurich,"Postal address:, Postfach, CH-8010 Zurich",8010,,lara.martiner@allianz.com,,https://commercial.allianz.com/global-offices/allianz-risk-transfer.html,Allianz Risk Transfer AG,
Allianz Commercial,Malaysia,Our head office,office,Jalan Tun Sambanthan,"Kuala Lumpur, Level 29, Menara Allianz Sentral, 203, Jalan Tun Sambanthan",,,christian.sandric@allianz.com,,https://commercial.allianz.com/global-offices/malaysia.html,Business insurance company in Malaysia - Allianz Commercial,
Allianz Commercial,Malaysia,Kuala Lumpur Sentral,office,Kuala Lumpur,50470 Kuala Lumpur,50470,,christian.sandric@allianz.com,,https://commercial.allianz.com/global-offices/malaysia.html,Business insurance company in Malaysia - Allianz Commercial,
Allianz Commercial,Mexico,Ciudad de México,office,Blvd. Manuel Ávila Camacho 164,Blvd. Manuel Ávila Camacho 164,,,AllianzCommercial.Latam@allianz.com,,https://commercial.allianz.com/global-offices/mexico.html,Business insurance in Mexico - Allianz Commercial,
Allianz Commercial,Mexico,"Lomas de Barrilaco, Miguel Hidalgo",office,Ciudad de México,"11010 Ciudad de México, CDMX",11010,,AllianzCommercial.Latam@allianz.com,,https://commercial.allianz.com/global-offices/mexico.html,Business insurance in Mexico - Allianz Commercial,
Allianz Commercial,The Netherlands,Rotterdam,office,AG Rotterdam,"Coolsingel 120, 3011 AG Rotterdam",3011,,info.benelux@allianz.com,,https://commercial.allianz.com/global-offices/netherlands.html,Business insurance company in Netherlands - Allianz Commercial,
Allianz Commercial,the Nordic countries,Our offices,office,Copenhagen,"Denmark, Finland, Sweden, Denmark, Copenhagen, Pilestraede 58, Copenhagen, 1112",1112,,dorte.birkebaek@allianz.com,,https://commercial.allianz.com/global-offices/nordic.html,Business insurance company in Nordic - Allianz Commercial,
Allianz Commercial,the Nordic countries,Denmark,office,Helsinki,"Finland, Helsinki, Konepajankuja 1, Helsinki, 00510",00510,,dorte.birkebaek@allianz.com,,https://commercial.allianz.com/global-offices/nordic.html,Business insurance company in Nordic - Allianz Commercial,
Allianz Commercial,the Nordic countries,Finland,office,Visitor's address:,"Sweden, Stockholm, Visitor's address:, Norrlandsgatan 16, 111 43 Stockholm",,,dorte.birkebaek@allianz.com,,https://commercial.allianz.com/global-offices/nordic.html,Business insurance company in Nordic - Allianz Commercial,
Allianz Commercial,the Nordic countries,Sweden,office,Stockholm,"Postal address:, Serienummer 997015, R 799, SE- 106 53, Stockholm",997015,,dorte.birkebaek@allianz.com,,https://commercial.allianz.com/global-offices/nordic.html,Business insurance company in Nordic - Allianz Commercial,
Allianz Commercial,Poland,Warsaw,office,Allianz Polska,"Allianz Polska, Ul.Inflancka 4b, 00-189 Warszawa",,,ulrich.kadow@allianz.com,,https://commercial.allianz.com/global-offices/poland.html,Business insurance company in Poland - Allianz Commercial,
Allianz Commercial,Romania,Bucharest,office,Allianz-Tiriac Romania,"Allianz-Tiriac Romania, Strada Buzești 82-94, București 011017",011017,,ulrich.kadow@allianz.com,,https://commercial.allianz.com/global-offices/romania.html,Business insurance company in Romania - Allianz Commercial,
Allianz Commercial,Singapore,Singapore,office,Singapore 068897,"79 Robinson Road #09-01, Singapore 068897",068897,,christian.sandric@allianz.com,,https://commercial.allianz.com/global-offices/singapore.html,Business insurance company in Singapore - Allianz Commercial,
Allianz Commercial,Singapore,Health Team helpline:,office,[email protected],"For queries related to International Health policies, please reach out to our Health team at:, [email protected]",,1800 670 9766,christian.sandric@allianz.com,,https://commercial.allianz.com/global-offices/singapore.html,Business insurance company in Singapore - Allianz Commercial,
Allianz Commercial,Slovakia,Bratislava,office,Bratislava,"Allianz - Slovenská poisťovňa, a. s., Pribinova 19, 81109 Bratislava",81109,,ulrich.kadow@allianz.com,,https://commercial.allianz.com/global-offices/slovakia.html,Business insurance company in Slovakia - Allianz Commercial,
Allianz Commercial,Slovenia,Ljubliana,office,Ljubljana,"Allianz Slovenija, podružnica, Dunajska cesta 156, 1000 Ljubljana",1000,,ulrich.kadow@allianz.com,,https://commercial.allianz.com/global-offices/slovenia.html,Business insurance company in Slovenia - Allianz Commercial,
Allianz Commercial,South Africa,Johannesburg,office,Rosebank,"The Firs, 2nd Floor, 32A Cradock Avenue,, 2196 Rosebank",2196,,patrick.thiels@allianz.com,,https://commercial.allianz.com/global-offices/south-africa.html,Business insurance company in South Africa - Allianz Commercial,
Allianz Commercial,South Korea,Seoul,office,Seoul,"Level 22, Seoul Finance Center, 136 Sejong-daero, Jung-gu, Seoul, 04520",04520,,christian.sandric@allianz.com,,https://commercial.allianz.com/global-offices/south-korea.html,Business insurance company in South Korea - Allianz Commercial,
Allianz Commercial,Spain,Ramírez de Arellano 35,office,Madrid,28043 Madrid,28043,,allianzcommercial.iberia@allianz.com,,https://commercial.allianz.com/global-offices/spain.html,Business insurance company in Spain - Allianz Commercial,
Allianz Commercial,Switzerland,Zurich / Wallisellen Branch,office,Wallisellen,"Visitor address:, Richtiplatz 1, CH-8304 Wallisellen",8304,,michael.furtschegger@allianz.com,,https://commercial.allianz.com/global-offices/switzerland.html,Business insurance in Switzerland - Allianz Commercial,
Allianz Commercial,Switzerland,Switzerland,office,Zurich,"Postal address:, Postfach, CH-8010 Zurich",8010,,michael.furtschegger@allianz.com,,https://commercial.allianz.com/global-offices/switzerland.html,Business insurance in Switzerland - Allianz Commercial,
Allianz Commercial,Thailand,Bangkok,office,Allianz Ayudhya,"Allianz Ayudhya, Floor 1 Ploenchit Tower, 898 Ploen Chit Road, Bangkok 10330",10330,,christian.sandric@allianz.com,,https://commercial.allianz.com/global-offices/thailand.html,Business insurance company in Thailand - Allianz Commercial,
Allianz Commercial,the United Kingdom,Business insurance in the United Kingdom - Allianz Commercial,office,Business Black Swans,"Skip to search, Skip to content, Skip to footer, Visit your country page, About us, Overview, About us, About Allianz, Financials, Sustainability, Overview Sustainability, Sustainability Solutions, Countries, Leadership, Structure, Solutions, Discover all solutions, Alternative Risk Transfer, Aviation, Construction, Cyber, Entertainment, Financial Lines, Liability, Marine, Natural Resources, Property, Global Industry Solutions, Sustainability Solutions, Further business insurance solutions, Services, Discover all services, Multinational Insurance, Captive Insurance, Crisis Management, Risk Consulting, News and insights, Overview, News, All news and press releases, Partnership with Coalition, Head of Distribution for EMEA, Severe convective storms, Partnership with Reel Media, Business Black Swans scenarios, New Regional Managing Director for Iberia, New Global Head of Multinational, Reports, All reports, Business Black Swans, Allianz Risk Barometer 2026",2026,Global Risk Dialogue 02/2025,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,D&O insurance insights,office,The data center construction boom,"The data center construction boom, Cyber security resilience 2025",2025,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Articles,office,- Cyber incidents,"All articles, Allianz Risk Barometer 2026 - Cyber incidents, Allianz Risk Barometer 2026 - Artificial intelligence, Allianz Risk Barometer 2026 - Business interruption, Allianz Risk Barometer 2026 - Changes in legislation, Allianz Risk Barometer 2026 - Natural catastrophes, Allianz Risk Barometer 2026 - Climate change",2026,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Commercial Insights,office,Offered by Allianz Insurance plc,"All reports, Severe convective storms, Risk advisory, All risk advisory, Risk bulletins, Emerging risk trend talk, Climate change risk reduction, Natural Catastrophes checklists, Online trainings, Loss lessons, Newsletter, Press, Claims, Countries, Careers, Search, Search, Cancel, GO, Visit your country page, Allianz Commercial, Countries, Allianz Commercial in the United Kingdom, Tailored to your needs:, Tailored to your needs:, What we offer, Contact, Management, News, Risk Barometer, Further info, Offices, All countries / territories, Allianz Commercial in the United Kingdom, Welcome to Allianz Commercial – your business insurance partner in the United Kingdom., Allianz is renowned for its commitment to safeguarding businesses with top-tier commercial insurance solutions in the UK. As your trusted insurance company in the United Kingdom, we leverage our global experience and local expertise to manage your business risks effectively. Our strength lies in addressing complex risks with bespoke solutions. As one of the foremost insurance companies in the world, we provide a range of insurance options for medium-sized businesses, large corporations, and specific risk categories, alongside proactive risk management services., Part of Allianz, the leading global insurance brand, Allianz Commercial has the expertise, international scope, and financial solidity to deliver unparalleled business insurance solutions. Explore what we have to offer and get in touch to discuss your bespoke insurance requirements. Your business deserves premier protection, and that’s our promise to you., Important fraud notice, Allianz Commercial offerings in the UK, For intermediary use, This overview is for reference only. It does not detail the conditions, limitations or exclusions of the cover., Please see the policy wording for further details., Alternative Risk Transfer, Aviation Insurance, Cyber Insurance, Entertainment Insurance, Financial Lines Insurance, Liability Insurance, Marine Insurance, Motor Insurance, Natural Resources & Construction Insurance, Property Insurance, Alternative Risk Transfer, Offered by Allianz Global Corporate & Specialty SE (AGCS), Alternative Risk Transfer, We develop customized insurance, reinsurance and other non-traditional risk management solutions for a broad range of corporate and financial clients worldwide., Find out more, Aviation Insurance, Offered by Allianz Global Corporate & Specialty SE (AGCS), Airlines Insurance, Since the early days of aviation, we've provided airline insurance to all types of operator, from cargo and low-cost airlines to major fleets and national flag carriers., Find out more, Offered by Allianz Global Corporate & Specialty SE (AGCS), General Aviation Insurance, We insure all types of general aviation risks: from single aircraft on a ‘private business and pleasure’ basis to the largest commercial fleets., Find out more, Offered by Allianz Global Corporate & Specialty SE (AGCS), Aerospace Insurance, We provide tailored aerospace insurance to a wide range of clients, from aerospace giants to small OEM suppliers and refuellers, covering all types of damage and liability., Find out more, Cyber Insurance, Offered by Allianz Global Corporate & Specialty SE (AGCS), Cyber Insurance, We offer a range of products, from standalone cyber insurance to integreated coverage, safeguarding large organizations against digital threats and cybercrime., Find out more, Entertainment Insurance, Offered by Allianz Global Corporate & Specialty SE (AGCS), Production Insurance, Whether you need entertainment insurance for a film, TV show, whether for theatrical release or for streaming, we cover all elements required to bring the project to life., Find out more, Offered by Allianz Global Corporate & Specialty SE (AGCS), Live Events & Sports Insurance, We provide coverage for, tours and live events of all sizes, , including solo shows, motor sports, week-long festivals and national and international tours., Find out more, Financial Lines Insurance, Offered by Allianz Global Corporate & Specialty SE (AGCS), Directors & Officers (D&O) Insurance | Large businesses, Our D&O insurance shields company managers of large companies from claims and reimburses the insured company for settlements paid on behalf of managers., Find out more, Offered by Allianz Global Corporate & Specialty SE (AGCS), Professional Indemnity Insurance, We offer directors & officers and professional indemnity products for UK based mid-sized businesses, traded via our specialist regional hubs., Find out more, Offered by Allianz Global Corporate & Specialty SE (AGCS), Financial Institutions Insurance, We provide a strong product offering for financial institutions via a suite of products, either with stand-alone coverage or on a blended basis., Find out more, Offered by Allianz Insurance plc, Authorised and regulated by the PRA. Regulated by the FCA. Financial Services Register number 121849",121849,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Financial Lines Insurance | Mid-sized businesses,office,Offered by Allianz Insurance plc,"We offer directors & officers and professional indemnity products for UK based mid-sized businesses, traded via our specialist regional hubs., Find out more, Offered by Allianz Insurance plc, Authorised and regulated by the PRA. Regulated by the FCA. Financial Services Register number 121849",121849,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
